"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)"
"659","2007","19","Kerala","Kollam","5.54","12.62","2277.98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2008","19","Kerala","Kollam","6.54","15.69","2399.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2009","19","Kerala","Kollam","6.45","15.69","2432.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2010","19","Kerala","Kollam","6.33","13.79","2178.52","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2011","19","Kerala","Kollam","4.9","13.76","2808.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2012","19","Kerala","Kollam","3.67","8.97","2444.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2013","19","Kerala","Kollam","3.83","10.78","2814.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2014","19","Kerala","Kollam","3.92","10.72","2734.69","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2015","19","Kerala","Kollam","4.09","11.75","2872.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2016","19","Kerala","Kollam","3.94","11.23","2849.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"659","2017","19","Kerala","Kollam","5.01","13.15","2623.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2006","19","Kerala","Thrissur","27.31","65.04","2381.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2007","19","Kerala","Thrissur","24.42","59.38","2431.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2008","19","Kerala","Thrissur","27.93","71.91","2574.65","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2009","19","Kerala","Thrissur","25.44","63.85","2509.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2010","19","Kerala","Thrissur","20.26","53.08","2619.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2011","19","Kerala","Thrissur","21.17","62.32","2943.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2012","19","Kerala","Thrissur","23.1","67.57","2925.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2013","19","Kerala","Thrissur","22.27","66.65","2992.82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2014","19","Kerala","Thrissur","24.15","76.02","3147.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2015","19","Kerala","Thrissur","24.63","78.89","3203.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2016","19","Kerala","Thrissur","21.1","57.48","2724.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660","2017","19","Kerala","Thrissur","21.48","69.11","3217.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2006","19","Kerala","Thiruvananthapuram","3.85","10.08","2618.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2007","19","Kerala","Thiruvananthapuram","2.87","7.18","2501.74","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2008","19","Kerala","Thiruvananthapuram","3.0","7.27","2423.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2009","19","Kerala","Thiruvananthapuram","2.94","7.56","2571.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2010","19","Kerala","Thiruvananthapuram","2.92","6.92","2369.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2011","19","Kerala","Thiruvananthapuram","2.4","6.14","2558.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2012","19","Kerala","Thiruvananthapuram","1.82","4.1","2252.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2013","19","Kerala","Thiruvananthapuram","2.0","5.33","2665.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2014","19","Kerala","Thiruvananthapuram","2.09","5.56","2660.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2015","19","Kerala","Thiruvananthapuram","2.12","5.45","2570.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2016","19","Kerala","Thiruvananthapuram","1.39","3.07","2204.74","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"661","2017","19","Kerala","Thiruvananthapuram","1.74","4.55","2620.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"701","2006","8","Orissa","Balasore","421.8","666.71","1580.63","0.91","1.26","1384.62","0.49","0.57","1163.27","0.0","0.0","0.0"
"701","2007","8","Orissa","Balasore","417.92","706.65","1690.87","1.75","2.55","1457.14","0.47","0.57","1212.77","0.0","0.0","0.0"
"701","2008","8","Orissa","Balasore","424.95","696.03","1637.91","1.84","2.67","1451.09","0.53","0.66","1245.28","0.0","0.0","0.0"
"701","2009","8","Orissa","Balasore","413.34","715.25","1730.42","1.81","2.35","1298.34","0.54","0.7","1296.3","0.0","0.0","0.0"
"701","2010","8","Orissa","Balasore","397.78","737.06","1852.93","0.95","1.27","1336.84","1.16","1.58","1362.07","0.0","0.0","0.0"
"701","2011","8","Orissa","Balasore","409.65","796.09","1943.34","0.87","1.38","1586.21","1.46","3.17","2171.23","0.0","0.0","0.0"
"701","2012","8","Orissa","Balasore","374.12","719.82","1924.04","0.67","1.19","1776.12","0.57","1.21","2122.81","0.0","0.0","0.0"
"701","2013","8","Orissa","Balasore","394.7","529.28","1340.97","0.56","1.01","1803.57","0.57","1.26","2210.53","0.0","0.0","0.0"
"701","2014","8","Orissa","Balasore","382.85","734.41","1918.27","0.43","0.77","1790.7","0.56","1.23","2196.43","0.0","0.0","0.0"
"701","2015","8","Orissa","Balasore","383.52","783.5","2042.92","0.18","0.33","1833.33","0.47","1.02","2170.21","0.0","0.0","0.0"
"701","2016","8","Orissa","Balasore","377.78","1101.66","2916.14","0.09","0.17","1888.89","0.55","1.23","2236.36","0.0","0.0","0.0"
"701","2017","8","Orissa","Balasore","370.15","800.97","2163.91","0.2","0.38","1900.0","0.32","0.73","2281.25","0.0","0.0","0.0"
"702","2006","8","Orissa","Bolangir","347.72","599.67","1724.58","1.99","3.18","1597.99","3.4","4.22","1241.18","0.0","0.0","0.0"
"702","2007","8","Orissa","Bolangir","342.2","649.89","1899.15","2.59","4.16","1606.18","3.77","4.81","1275.86","0.0","0.0","0.0"
"702","2008","8","Orissa","Bolangir","340.48","558.41","1640.07","2.88","4.68","1625.0","4.08","5.21","1276.96","0.0","0.0","0.0"
"702","2009","8","Orissa","Bolangir","348.35","642.93","1845.64","2.7","4.47","1655.56","4.16","5.41","1300.48","0.0","0.0","0.0"
"702","2010","8","Orissa","Bolangir","340.57","717.03","2105.38","2.3","3.72","1617.39","6.38","13.21","2070.53","0.0","0.0","0.0"
"702","2011","8","Orissa","Bolangir","306.31","364.9","1191.28","1.7","2.87","1688.24","7.19","15.19","2112.66","0.0","0.0","0.0"
"702","2012","8","Orissa","Bolangir","330.84","1193.17","3606.49","1.14","2.11","1850.88","7.12","15.58","2188.2","0.0","0.0","0.0"
"702","2013","8","Orissa","Bolangir","340.9","1071.26","3142.45","0.8","1.44","1800.0","8.03","19.27","2399.75","0.0","0.0","0.0"
"702","2014","8","Orissa","Bolangir","334.45","1073.18","3208.79","0.66","1.19","1803.03","6.03","14.69","2436.15","0.0","0.0","0.0"
"702","2015","8","Orissa","Bolangir","323.73","511.39","1579.68","0.29","0.53","1827.59","5.59","13.89","2484.79","0.0","0.0","0.0"
"702","2016","8","Orissa","Bolangir","332.24","883.22","2658.38","0.24","0.4","1666.67","7.0","18.76","2680.0","0.0","0.0","0.0"
"702","2017","8","Orissa","Bolangir","284.7","424.44","1490.83","0.2","0.35","1750.0","7.46","21.33","2859.25","0.0","0.0","0.0"
"703","2006","8","Orissa","Cuttack","498.99","680.63","1364.02","1.27","1.96","1543.31","4.83","4.61","954.45","0.0","0.0","0.0"
"703","2007","8","Orissa","Cuttack","515.08","819.25","1590.53","1.36","2.13","1566.18","5.56","5.28","949.64","0.0","0.0","0.0"
"703","2008","8","Orissa","Cuttack","506.07","781.47","1544.19","1.47","2.44","1659.86","5.77","7.71","1336.22","0.0","0.0","0.0"
"703","2009","8","Orissa","Cuttack","510.24","964.19","1889.68","1.42","2.26","1591.55","5.38","6.48","1204.46","0.0","0.0","0.0"
"703","2010","8","Orissa","Cuttack","484.39","733.51","1514.3","0.97","1.58","1628.87","5.44","6.67","1226.1","0.0","0.0","0.0"
"703","2011","8","Orissa","Cuttack","476.08","805.35","1691.63","1.06","1.47","1386.79","5.21","8.93","1714.01","0.0","0.0","0.0"
"703","2012","8","Orissa","Cuttack","468.8","1076.68","2296.67","0.86","1.45","1686.05","5.8","10.86","1872.41","0.0","0.0","0.0"
"703","2013","8","Orissa","Cuttack","462.49","630.32","1362.88","0.83","1.41","1698.8","5.1","10.8","2117.65","0.0","0.0","0.0"
"703","2014","8","Orissa","Cuttack","461.62","910.11","1971.56","0.68","1.17","1720.59","4.17","8.51","2040.77","0.0","0.0","0.0"
"703","2015","8","Orissa","Cuttack","431.39","806.7","1870.0","0.33","0.58","1757.58","2.92","6.27","2147.26","0.0","0.0","0.0"
"703","2016","8","Orissa","Cuttack","437.4","1254.27","2867.56","0.18","0.31","1722.22","3.39","7.9","2330.38","0.0","0.0","0.0"
"703","2017","8","Orissa","Cuttack","417.2","708.65","1698.59","0.44","0.82","1863.64","3.44","8.3","2412.79","0.0","0.0","0.0"
"704","2006","8","Orissa","Dhenkanal","226.45","318.88","1408.17","0.45","0.75","1666.67","7.25","6.48","893.79","0.0","0.0","0.0"
"704","2007","8","Orissa","Dhenkanal","222.08","313.26","1410.57","0.47","0.79","1680.85","7.02","7.06","1005.7","0.0","0.0","0.0"
"704","2008","8","Orissa","Dhenkanal","210.97","319.43","1514.1","0.49","0.82","1673.47","6.99","7.05","1008.58","0.0","0.0","0.0"
"704","2009","8","Orissa","Dhenkanal","214.47","276.38","1288.67","0.52","0.88","1692.31","6.94","8.08","1164.27","0.0","0.0","0.0"
"704","2010","8","Orissa","Dhenkanal","176.24","178.0","1009.99","0.47","0.85","1808.51","7.2","17.27","2398.61","0.0","0.0","0.0"
"704","2011","8","Orissa","Dhenkanal","172.26","274.2","1591.78","0.52","0.96","1846.15","7.53","11.02","1463.48","0.0","0.0","0.0"
"704","2012","8","Orissa","Dhenkanal","167.9","402.23","2395.65","0.42","0.72","1714.29","7.61","11.74","1542.71","0.0","0.0","0.0"
"704","2013","8","Orissa","Dhenkanal","171.29","398.64","2327.28","0.47","0.8","1702.13","8.48","15.9","1875.0","0.0","0.0","0.0"
"704","2014","8","Orissa","Dhenkanal","188.9","550.87","2916.2","0.24","0.41","1708.33","8.21","15.41","1876.98","0.0","0.0","0.0"
"704","2015","8","Orissa","Dhenkanal","165.51","199.94","1208.02","0.17","0.3","1764.71","9.62","18.2","1891.89","0.0","0.0","0.0"
"704","2016","8","Orissa","Dhenkanal","154.21","399.75","2592.24","0.06","0.11","1833.33","8.94","20.07","2244.97","0.0","0.0","0.0"
"704","2017","8","Orissa","Dhenkanal","154.31","211.31","1369.39","0.05","0.09","1800.0","8.22","20.19","2456.2","0.0","0.0","0.0"
"705","2006","8","Orissa","Ganjam","313.5","648.93","2069.95","0.1","0.17","1700.0","17.82","24.3","1363.64","0.0","0.0","0.0"
"705","2007","8","Orissa","Ganjam","312.21","696.05","2229.43","0.1","0.18","1800.0","17.79","24.78","1392.92","0.0","0.0","0.0"
"705","2008","8","Orissa","Ganjam","311.94","518.16","1661.09","0.11","0.19","1727.27","18.57","26.91","1449.11","0.0","0.0","0.0"
"705","2009","8","Orissa","Ganjam","311.55","620.4","1991.33","0.2","0.38","1900.0","18.51","26.05","1407.35","0.0","0.0","0.0"
"705","2010","8","Orissa","Ganjam","312.26","514.88","1648.88","0.15","0.28","1866.67","20.95","32.62","1557.04","0.0","0.0","0.0"
"705","2011","8","Orissa","Ganjam","298.38","193.29","647.8","0.04","0.07","1750.0","22.47","43.18","1921.67","0.0","0.0","0.0"
"705","2012","8","Orissa","Ganjam","289.29","525.84","1817.69","0.1","0.17","1700.0","23.82","47.45","1992.02","0.0","0.0","0.0"
"705","2013","8","Orissa","Ganjam","289.88","126.18","435.28","0.1","0.17","1700.0","25.26","60.36","2389.55","0.0","0.0","0.0"
"705","2014","8","Orissa","Ganjam","301.93","772.5","2558.54","0.06","0.1","1666.67","25.86","61.79","2389.4","0.0","0.0","0.0"
"705","2015","8","Orissa","Ganjam","279.06","501.53","1797.21","0.01","0.02","2000.0","23.0","55.32","2405.22","0.0","0.0","0.0"
"705","2016","8","Orissa","Ganjam","285.92","799.75","2797.11","0.02","0.03","1500.0","28.77","84.55","2938.83","0.0","0.0","0.0"
"705","2017","8","Orissa","Ganjam","243.24","402.84","1656.14","0.09","0.17","1888.89","30.91","90.11","2915.24","0.0","0.0","0.0"
"706","2006","8","Orissa","Kalahandi","371.38","414.19","1115.27","2.29","2.91","1270.74","14.59","17.92","1228.24","0.0","0.0","0.0"
"706","2007","8","Orissa","Kalahandi","382.34","563.16","1472.93","2.2","3.17","1440.91","20.39","31.22","1531.14","0.0","0.0","0.0"
"706","2008","8","Orissa","Kalahandi","373.8","500.73","1339.57","2.29","3.31","1445.41","21.85","33.61","1538.22","0.0","0.0","0.0"
